RegionID,State,City,CountyName,MeanValue
91982,TX,Katy,Fort Bend County,484004.7385403994
61148,NJ,Lakewood,Ocean County,712498.8270408997
91940,TX,Katy,Harris County,275027.6542985451
62080,NY,New York,Queens County,875374.4859381964
91733,TX,Houston,Harris County,270057.6626748236
93144,TX,El Paso,El Paso County,205962.35672215885
62093,NY,New York,Queens County,819514.9428293062
92593,TX,Pflugerville,Travis County,405378.1527105424
62019,NY,New York,Kings County,667033.6186
95992,CA,Los Angeles,Los Angeles County,579996.8962383559
91926,TX,Cypress,Harris County,426687.38735651464
84630,IL,Chicago,Cook County,233908.4748137258
96193,CA,Norwalk,Los Angeles County,698369.4966023238
96361,CA,Los Angeles,Los Angeles County,691853.0721713724
74101,TN,Nashville,Davidson County,364164.06399172527
62046,NY,New York,Kings County,665805.7309352829
61807,NY,New York,Bronx County,596805.7597
62085,NY,New York,Queens County,928348.5439902804
62037,NY,New York,Kings County,1111042.3428109156
62018,NY,New York,Kings County,619173.0351246729
70829,GA,Lawrenceville,Gwinnett County,353960.8110288712
96025,CA,Los Angeles,Los Angeles County,611510.7753
96817,CA,Fontana,San Bernardino County,670590.8721115534
97771,CA,Pittsburg,Contra Costa County,579868.9202360543
92036,TX,League City,Galveston County,377716.94732642866
96816,CA,Fontana,San Bernardino County,523716.81090529583
96083,CA,Bell,Los Angeles County,640425.8640128706
96107,CA,Hawthorne,Los Angeles County,849314.1314683753
61639,NY,New York,New York County,1188848.9855581517
90654,TX,Grand Prairie,Dallas County,330381.1578964942
96239,CA,Long Beach,Los Angeles County,657929.5376350243
62025,NY,New York,Kings County,1008696.9700572925
84620,IL,Chicago,Cook County,572564.6865757072
97223,CA,Bakersfield,Kern County,288742.66742842447
96125,CA,South Gate,Los Angeles County,637194.0578831196
62044,NY,New York,Kings County,746843.1604993817
96368,CA,Los Angeles,Los Angeles County,768941.8513494477
96990,CA,Westminster,Orange County,958959.3988995162
61790,NY,New York,Richmond County,684966.6339431069
62031,NY,New York,Kings County,1121613.8994595462
84639,IL,Chicago,Cook County,282364.9232820408
92341,TX,San Antonio,Bexar County,268084.6301732571
62030,NY,New York,Kings County,1349167.8275812475
96882,CA,Riverside,Riverside County,602115.206
92481,TX,Brownsville,Cameron County,152494.71374860257
62017,NY,New York,Kings County,1104932.0692215518
62032,NY,New York,Kings County,1229904.6363132044
61796,NY,New York,Bronx County,545322.2645018952
96825,CA,Hesperia,San Bernardino County,413103.7631
91968,TX,Sugar Land,Fort Bend County,523891.7657405673
96546,CA,Chula Vista,San Diego County,749650.9431469016
70828,GA,Lawrenceville,Gwinnett County,404652.68020155485
62034,NY,New York,Kings County,1222518.759528497
399727,TX,Edinburg,Hidalgo County,183198.61052034143
92551,TX,Cedar Park,Williamson County,489697.39654300426
62040,NY,New York,Kings County,1428231.0366008878
84646,IL,Chicago,Cook County,587058.6184644152
97104,CA,Oxnard,Ventura County,647875.5038
97970,CA,Watsonville,Santa Cruz County,826835.5797
96690,CA,San Diego,San Diego County,739300.4203020404
91922,TX,Cypress,Harris County,373927.9084273768
61798,NY,New York,Bronx County,554129.0909897125
96846,CA,Rialto,San Bernardino County,516815.4929
84693,IL,Cicero,Cook County,241999.36440511365
62088,NY,New York,Queens County,886806.2362202676
93146,TX,El Paso,El Paso County,242221.96070258398
97023,CA,Anaheim,Orange County,834746.6944586411
96468,CA,Chino,San Bernardino County,729259.5444
97431,CA,Fresno,Fresno County,383171.14061689755
97567,CA,San Francisco,San Francisco County,1081211.5196438446
100179,WA,Pasco,Franklin County,401967.2926004059
62045,NY,New York,Kings County,917920.4473121333
84633,IL,Chicago,Cook County,248130.62754402912
92045,TX,Pearland,Brazoria County,371992.46592587634
62039,NY,New York,Kings County,888480.5579278222
98432,CA,Sacramento,Sacramento County,423729.6967219524
92271,TX,New Braunfels,Comal County,333564.3607770856
84619,IL,Chicago,Cook County,152219.15975154878
67182,VA,Woodbridge,Prince William County,459568.32144858286
62043,NY,New York,Kings County,1130366.086462785
90769,TX,Dallas,Dallas County,204496.63128364095
61793,NY,New York,Bronx County,621640.2123470729
69431,NC,Wake Forest,Wake County,517191.94564694894
89925,OK,Yukon,Canadian County,256223.23347239848
91889,TX,Spring,Harris County,363125.2823789332
98848,HI,Ewa Beach,Honolulu County,883376.5135958148
62015,NY,New York,Kings County,1197636.8818717108
74126,TN,Clarksville,Montgomery County,271330.22038657806
417444,AZ,Queen Creek,Maricopa County,568706.6764753298
70810,GA,Suwanee,Gwinnett County,587992.9724
61808,NY,New York,Bronx County,458958.5160315223
93137,TX,Horizon City,El Paso County,239260.4072679912
97940,CA,Milpitas,Santa Clara County,1420731.9671327795
96488,CA,La Puente,Los Angeles County,659550.9690059229
84610,IL,Chicago,Cook County,350243.73444914987
62067,NY,New York,Queens County,1032464.5989651908
96888,CA,Jurupa Valley,Riverside County,586354.4825457023
92598,TX,San Marcos,Hays County,339493.8098563436
62014,NY,New York,Kings County,683839.4036837375
97189,CA,Porterville,Tulare County,300053.56552329543
97328,CA,Palmdale,Los Angeles County,440876.9091581884
84627,IL,Chicago,Cook County,473222.8307891001
61797,NY,New York,Bronx County,544807.6667322927
87074,KS,Olathe,Johnson County,389223.7455215328
96934,CA,Temecula,Riverside County,742190.9352698022
84625,IL,Chicago,Cook County,182960.38147633735
98325,CA,Folsom,Sacramento County,759958.9304367631
61792,NY,New York,Bronx County,452507.7094149779
69816,NC,Charlotte,Mecklenburg County,361210.00515669445
97073,CA,Eastvale,Riverside County,877183.1246486487
97751,CA,Hayward,Alameda County,843894.0856828656
96208,CA,Bellflower,Los Angeles County,748770.3692721337
92520,TX,Pharr,Hidalgo County,160050.2319319667
92576,TX,Leander,Williamson County,456204.9403153423
97318,CA,Lancaster,Los Angeles County,417816.8221593613
91950,TX,Missouri City,Fort Bend County,391664.35760832095
61809,NY,New York,Bronx County,617695.8222299794
61643,NY,New York,New York County,756202.1304879956
97004,CA,Santa Ana,Orange County,806504.1577290631
97202,CA,Tulare,Tulare County,327465.1399
62029,NY,New York,Kings County,1520618.3620048815
90638,TX,Frisco,Collin County,640719.9761774034
62023,NY,New York,Kings County,588729.2245797912
61802,NY,New York,Bronx County,623136.8029711343
96364,CA,Los Angeles,Los Angeles County,789890.4380134176
69450,NC,Raleigh,Wake County,322702.2014667808
84635,IL,Chicago,Cook County,332999.24216800625
71067,GA,,Fulton County,276441.96531700896
97740,CA,Fairfield,Solano County,534578.1692451349
69672,NC,Concord,Cabarrus County,394895.48624079116
73221,FL,Winter Garden,Orange County,583603.3241
95315,NM,Albuquerque,Bernalillo County,261321.30433523282
91325,TX,Fort Worth,Tarrant County,387865.9197755007
91732,TX,Houston,Harris County,263829.1645924061
61616,NY,New York,New York County,948990.1503348779
67732,VA,Virginia Beach,Virginia Beach City,373668.60231608193
91221,TX,Mansfield,Tarrant County,422235.9498751971
61806,NY,New York,Bronx County,592688.6356396888
62087,NY,New York,Queens County,1090275.485103664
99534,WA,Redmond,King County,1355835.8359056064
73233,FL,Port Saint Lucie,Saint Lucie County,402557.8875329611
72362,FL,Pembroke Pines,Broward County,480135.5302899668
72578,FL,,Palm Beach County,529748.5296681873
90612,TX,Allen,Collin County,471740.29689115286
93123,TX,El Paso,El Paso County,291130.49690780084
97319,CA,Lancaster,Los Angeles County,522149.6585244623
96467,CA,Chino Hills,San Bernardino County,927115.1819877895
96545,CA,Chula Vista,San Diego County,827397.9318065536
99500,WA,Bothell,Snohomish County,943477.6795
97721,CA,Brentwood,Contra Costa County,807188.4401649073
92515,TX,Mission,Hidalgo County,184335.13587239082
62179,NY,New York,Queens County,662784.4483635252
90764,TX,Cockrell Hill,Dallas County,234790.1614077584
94820,AZ,Chandler,Maricopa County,452096.8618915617
70825,GA,Cumming,Forsyth County,575886.2369866745
97435,CA,Fresno,Fresno County,407855.43689113273
95804,NV,Las Vegas,Clark County,346705.93937910744
96465,CA,Baldwin Park,Los Angeles County,662203.3261876559
95984,CA,Los Angeles,Los Angeles County,565016.4797
67180,VA,Woodbridge,Prince William County,446730.06814756716
96667,CA,San Diego,San Diego County,976733.9821185204
65787,PA,Philadelphia,Philadelphia County,153165.8083793465
70826,GA,Cumming,Forsyth County,623720.1503560272
91198,TX,Burleson,Johnson County,338046.7983768122
70835,GA,Loganville,Walton County,382968.2461140978
93203,CO,Aurora,Arapahoe County,484794.5348709286
62026,NY,New York,Kings County,2375774.862949693
90780,TX,Dallas,Dallas County,281726.19740613154
66126,DC,Washington,District of Columbia,753152.9522536626
86026,MO,Saint Peters,Saint Charles County,305051.8846040832
74242,TN,Nashville,Davidson County,413350.9395954856
84340,IL,Waukegan,Lake County,190400.0745943043
91291,TX,Fort Worth,Tarrant County,327017.69175827014
399724,TX,Richmond,Fort Bend County,381794.7495418079
84654,IL,Chicago,Cook County,608589.0857756978
70832,GA,Lilburn,Gwinnett County,386890.7418610112
72363,FL,Miramar,Broward County,485367.4411622298
61803,NY,New York,Bronx County,723529.7862017131
72530,FL,Fort Lauderdale,Broward County,367003.43905242416
98930,HI,Waipahu,Honolulu County,911634.0755841838
399648,ID,Meridian,Ada County,513741.8515409939
96911,CA,Moreno Valley,Riverside County,489822.2278282128
62020,NY,New York,Kings County,1254878.2292369471
94410,UT,Lehi,Utah County,580861.2025713013
63776,NY,Ithaca,Tompkins County,382464.54387220385
97222,CA,Bakersfield,Kern County,323254.7013249968
93205,CO,Centennial,Arapahoe County,559743.9008
91744,TX,Houston,Harris County,328558.6911
97167,CA,Hanford,Kings County,349961.52913819556
70904,GA,Powder Springs,Cobb County,362336.63935643295
69823,NC,Charlotte,Mecklenburg County,585764.4936797871
92125,TX,College Station,Brazos County,353901.6329740814
95770,NV,North Las Vegas,Clark County,391640.91103008855
66705,MD,Silver Spring,Montgomery County,477942.8196494574
78085,IN,Crown Point,Lake County,334333.8456366223
98411,CA,Roseville,Placer County,653061.0695009496
97743,CA,Fremont,Alameda County,1426599.6217608976
96918,CA,Murrieta,Riverside County,673099.3236704249
77400,OH,Hamilton,Butler County,334468.3979043515
99142,OR,Portland,Washington County,785048.7644062956
96110,CA,Huntington Park,Los Angeles County,623518.8036244941
96647,CA,San Diego,San Diego County,680336.6317533558
84616,IL,Chicago,Cook County,812290.1051891576
96590,CA,El Cajon,San Diego County,754176.6099921219
96477,CA,Rancho Cucamonga,San Bernardino County,662850.3444644226
84622,IL,Chicago,Cook County,154760.04872779228
72361,FL,Miramar,Broward County,441458.87555283285
97565,CA,San Francisco,San Francisco County,1374557.634395403
94940,AZ,Yuma,Yuma County,253713.23761191344
60565,NJ,Passaic,Passaic County,527536.9948025349
91941,TX,,Harris County,372004.5440092124
62024,NY,New York,Kings County,1419052.1764866381
78823,IN,West Lafayette,Tippecanoe County,332534.5546362049
97717,CA,Antioch,Contra Costa County,563612.9754644638
97118,CA,Simi Valley,Ventura County,824728.6068328071
98378,CA,Vacaville,Solano County,577102.5788792422
62012,NY,New York,Kings County,3058585.0852383785
97075,CA,Corona,Riverside County,751383.0301750652
60642,NJ,Jersey City,Hudson County,487283.7468945566
65791,PA,Philadelphia,Philadelphia County,151825.75230830742
97764,CA,Napa,Napa County,948754.3571325651
97745,CA,Fremont,Alameda County,1274096.9330089726
74156,TN,Hendersonville,Sumner County,492166.9158885186
96506,CA,Pomona,Los Angeles County,630962.0914555703
97024,CA,Anaheim,Orange County,783427.5094590378
92350,TX,San Antonio,Bexar County,317594.37383155595
84641,IL,Chicago,Cook County,370451.81715060025
92225,TX,Laredo,Webb County,182888.97750842685
72350,FL,Hialeah,Miami-Dade County,546353.8331610748
72353,FL,Country Club,Miami-Dade County,544115.9941205266
96186,CA,La Habra,Orange County,873855.6403246857
93263,CO,Parker,Douglas County,682079.8722475523
72488,FL,The Crossings,Miami-Dade County,545524.9735939911
71005,GA,Stockbridge,Henry County,301961.90732454305
69699,NC,Huntersville,Mecklenburg County,513851.94443328836
84640,IL,Chicago,Cook County,403208.69872983807
71871,FL,Jacksonville,Duval County,301214.5305736563
94748,AZ,Phoenix,Maricopa County,467130.4037747355
72737,FL,Tampa,Hillsborough County,514515.20190014254
61957,NY,Spring Valley,Rockland County,771299.3791899359
65133,PA,Lancaster,Lancaster County,275552.33616713324
62021,NY,New York,Kings County,925693.6452520447
58710,MA,Brockton,Plymouth County,483629.08055326436
95309,NM,Albuquerque,Bernalillo County,353007.0952892215
96007,CA,Los Angeles,Los Angeles County,1220409.2201474365
97792,CA,Union City,Alameda County,1223075.6969426589
72252,FL,Orlando,Orange County,478652.38527940627
94903,AZ,Buckeye,Maricopa County,373640.56781235134
97020,CA,Anaheim,Orange County,786510.0543
62084,NY,New York,Queens County,866369.7623369702
73183,FL,Clermont,Lake County,434802.03859041905
98319,CA,Elk Grove,Sacramento County,625692.0199940413
90665,TX,Lewisville,Denton County,367009.0301321429
96411,CA,Los Angeles,Los Angeles County,710079.9184100545
62118,NY,New York,Queens County,952776.3452
95811,NV,Las Vegas,Clark County,315231.89897945913
61641,NY,New York,New York County,1097171.1845514781
60499,CT,Stamford,Fairfield County,755189.2038014064
61812,NY,New York,Bronx County,627668.4971300088
91685,TX,Houston,Harris County,262861.7818931626
65779,PA,Philadelphia,Philadelphia County,271148.7609881009
92224,TX,Laredo,Webb County,270556.0001230095
66843,MD,Parkville,Baltimore County,282437.51805548836
60594,NJ,Union City,Hudson County,544511.9956353669
97991,CA,San Jose,Santa Clara County,1334993.532675091
96656,CA,San Diego,San Diego County,698186.2666630293
62223,NY,South Huntington,Suffolk County,683552.8702308921
97748,CA,Hayward,Alameda County,808381.6114
67730,VA,Virginia Beach,Virginia Beach City,296955.3654787816
90666,TX,Little Elm,Denton County,423374.0108888334
66135,DC,Washington,District of Columbia,685431.8842963907
72247,FL,Orlando,Orange County,328486.76223543077
72199,FL,Oviedo,Seminole County,489447.8256
95817,NV,Las Vegas,Clark County,343357.91417940025
62120,NY,New York,Queens County,634086.6132329757
70791,GA,Milton,Fulton County,740137.9404990505
94799,AZ,Mesa,Maricopa County,393803.51953631034
79054,MI,Ypsilanti,Washtenaw County,322667.2391103171
70808,GA,Johns Creek,Fulton County,643963.0692373905
72460,FL,Miami,Miami-Dade County,600093.8939210753
96113,CA,Lynwood,Los Angeles County,625316.3273363196
76511,OH,Westerville,Franklin County,367905.64904309093
399651,UT,Herriman,Salt Lake County,605954.6631353522
90795,TX,Dallas,Dallas County,406270.8444623381
94384,UT,Clearfield,Davis County,446895.27588543895
95806,NV,Las Vegas,Clark County,337706.68314175407
96018,CA,Los Angeles,Los Angeles County,640587.9364048345
90690,TX,Wylie,Collin County,427731.1607497499
62022,NY,New York,Kings County,1456514.3511957543
84629,IL,Chicago,Cook County,128566.20048510809
71864,FL,Jacksonville,Duval County,237824.74336845093
96868,CA,San Bernardino,San Bernardino County,519245.15048702323
61788,NY,New York,Richmond County,683098.1815885107
71038,GA,Atlanta,Fulton County,392436.9681553068
87073,KS,Olathe,Johnson County,383102.2409650772
97471,CA,Salinas,Monterey County,663677.2017802113
91860,TX,Atascocita,Harris County,315513.9743910541
76534,OH,Grove City,Franklin County,308145.29356719175
97545,CA,South San Francisco,San Mateo County,1235439.302867445
62190,NY,Bay Shore,Suffolk County,527784.6981707664
84611,IL,Chicago,Cook County,218602.64373918218
70839,GA,Lithonia,Dekalb County,266168.2700846191
97003,CA,Santa Ana,Orange County,742948.4024797993
70874,GA,Duluth,Gwinnett County,398995.68225212535
71905,FL,Saint Johns,Saint Johns County,562764.1156077146
77094,OH,Medina,Medina County,346809.70315009006
97931,CA,Gilroy,Santa Clara County,1059251.6444788473
58660,MA,Malden,Middlesex County,653164.0746837122
94883,AZ,Glendale,Maricopa County,326290.81686737604
72622,FL,Greenacres,Palm Beach County,424847.7638849172
62199,NY,Brentwood,Suffolk County,515998.8813353496
76231,KY,Bowling Green,Warren County,216355.10636323318
72371,FL,Homestead,Miami-Dade County,436181.5375566427
99961,WA,Vancouver,Clark County,485327.1211311272
67010,MD,Hagerstown,Washington County,265811.49842950265
66683,MD,Gaithersburg,Montgomery County,726028.7830808456
95314,NM,Albuquerque,Bernalillo County,332348.1217743862
70294,SC,Lexington,Lexington County,343444.8294121499
96865,CA,San Bernardino,San Bernardino County,451956.9870505563
67657,VA,Chesapeake,Chesapeake City,490262.9951014041
65810,PA,Philadelphia,Philadelphia County,118683.90171553222
96003,CA,East Los Angeles,Los Angeles County,634937.8099
70909,GA,Douglasville,Douglas County,320986.12574520154
94957,AZ,Peoria,Maricopa County,655664.9970468428
96501,CA,Ontario,San Bernardino County,667476.3356148256
96572,CA,Spring Valley,San Diego County,721796.2481767815
90645,TX,Garland,Dallas County,305171.02182068356
96987,CA,Laguna Niguel,Orange County,1471195.671066405
93295,CO,Denver,Denver County,430308.3120727581
94890,AZ,Glendale,Maricopa County,488021.5862165143
72234,FL,Pine Hills,Orange County,267434.39563519956
96962,CA,Lake Forest,Orange County,1130001.4305614245
98413,CA,Elk Grove,Sacramento County,572677.6442082297
75696,KY,Richmond,Madison County,260009.0277821913
92003,TX,Baytown,Harris County,254094.43270298812
96826,CA,Highland,San Bernardino County,521373.1301967811
74815,TN,Columbia,Maury County,350362.71924642514
61169,NJ,Toms River,Ocean County,477219.69112188433
70953,GA,Woodstock,Cherokee County,440826.5565395526
71895,FL,Jacksonville,Duval County,269165.2845975055
66142,DC,Washington,District of Columbia,392173.2058974197
74183,TN,Mount Juliet,Wilson County,537698.9378960294
96221,CA,Los Angeles,Los Angeles County,846035.5897754739
90642,TX,Garland,Dallas County,291259.1796
91721,TX,Houston,Harris County,215561.6990019826
69336,NC,Greensboro,Guilford County,212296.01796514684
98040,CA,Stockton,San Joaquin County,420881.31220613146
84460,IL,Berwyn,Cook County,274972.0547423277
98304,CA,Carmichael,Sacramento County,557859.7334366754
84648,IL,Chicago,Cook County,227641.12525315024
72532,FL,Lauderhill,Broward County,394452.2356
70842,GA,Marietta,Cobb County,520873.4994252574
96369,CA,Los Angeles,Los Angeles County,863783.9111996765
92345,TX,San Antonio,Bexar County,310309.59757162206
94562,UT,Ogden,Weber County,422861.8770151304
96728,CA,Indio,Riverside County,476749.0943555673
69778,NC,Charlotte,Mecklenburg County,339032.0967949448
96917,CA,Murrieta,Riverside County,674417.8143069034
71719,GA,Columbus,Muscogee County,141406.96619430152
91883,TX,Spring,Harris County,247519.13797375464
91896,TX,Spring,Montgomery County,357518.93515858985
61638,NY,New York,New York County,2297464.6144151865
72243,FL,Orlando,Orange County,344290.95651365904
70482,SC,Goose Creek,Berkeley County,308137.6978798509
97852,CA,Richmond,Contra Costa County,614935.4895022279
79040,MI,Taylor,Wayne County,162134.9158888481
90727,TX,Mesquite,Dallas County,269007.70297693514
76953,OH,Elyria,Lorain County,157644.2020189551
96855,CA,Victorville,San Bernardino County,428104.2489088537
74185,TN,Murfreesboro,Rutherford County,417795.4477125818
92517,TX,La Homa,Hidalgo County,177638.20028759527
67247,VA,Fredericksburg,Spotsylvania County,412038.32958299364
96959,CA,Costa Mesa,Orange County,1289764.2855254004
98949,HI,Honolulu,Honolulu County,1071396.467017082
97506,CA,Daly City,San Mateo County,1187919.3380277737
95819,NV,Las Vegas,Clark County,444651.4098215359
97225,CA,Bakersfield,Kern County,334544.0795
72365,FL,Miramar,Broward County,645275.5048234948
84621,IL,Chicago,Cook County,154360.23601164948
61646,NY,New York,New York County,695566.3685700054
94757,AZ,Phoenix,Maricopa County,368851.2322039809
67724,VA,Virginia Beach,Virginia Beach City,524419.8849593127
90657,TX,The Colony,Denton County,476922.74057760526
95982,CA,Florence-Graham,Los Angeles County,552757.8029018174
76471,OH,Hilliard,Franklin County,382244.9567884747
96192,CA,Montebello,Los Angeles County,770620.7861858598
66679,MD,Germantown,Montgomery County,436000.88736954634
96589,CA,El Cajon,San Diego County,838707.6040743449
97470,CA,Salinas,Monterey County,608812.4493679506
91902,TX,Humble,Harris County,261210.79430394608
90226,OK,Broken Arrow,Tulsa County,250208.00233740348
97711,CA,Alameda,Alameda County,1253803.2130760048
97995,CA,San Jose,Santa Clara County,1047417.4382799721
84638,IL,Chicago,Cook County,287850.68874763197
62143,NY,Hempstead,Nassau County,520325.0172986644
94921,AZ,Peoria,Maricopa County,371475.3185527227
73198,FL,Kissimmee,Osceola County,388569.7988083221
92575,TX,Kyle,Hays County,334965.27998513944
96197,CA,Pico Rivera,Los Angeles County,696385.9819081019
66785,MD,Owings Mills,Baltimore County,390365.6235349335
97926,CA,Cupertino,Santa Clara County,2831668.589528905
91885,TX,Tomball,Harris County,339016.8907672363
62027,NY,New York,Kings County,1563108.7806121586
95844,NV,Las Vegas,Clark County,467418.46226634673
96657,CA,San Diego,San Diego County,863584.4950548153
76539,OH,Lancaster,Fairfield County,233529.3767259746
98437,CA,,Sacramento County,443509.81352043495
72480,FL,Doral,Miami-Dade County,632782.6495563235
74186,TN,Murfreesboro,Rutherford County,414497.74449300556
70658,SC,Simpsonville,Greenville County,382586.6018321216
61214,NJ,Piscataway,Middlesex County,513762.7909614763
61895,NY,Yonkers,Westchester County,616470.1232736195
65816,PA,Philadelphia,Philadelphia County,219624.69258212662
61637,NY,New York,New York County,1202640.0947229597
74145,TN,Franklin,Williamson County,854309.3623396457
97228,CA,Bakersfield,Kern County,388804.8601161507
60599,NJ,West New York,Hudson County,550289.7280503435
96922,CA,Perris,Riverside County,503342.59329357697
71050,GA,Atlanta,Fulton County,294663.6393792474
58666,MA,Medford,Middlesex County,812024.1101319934
92654,TX,Austin,Travis County,468043.25620754826
76971,OH,Mentor,Lake County,265438.2681290595
61938,NY,Monroe,Orange County,500478.1515988063
70917,GA,Kennesaw,Cobb County,385249.5491149477
96000,CA,Los Angeles,Los Angeles County,1320981.019507912
69487,NC,Durham,Durham County,395281.5407253112
91726,TX,Houston,Harris County,392040.11940089875
96464,CA,Azusa,Los Angeles County,673877.6701738611
96807,CA,Colton,San Bernardino County,471340.58636553865
92349,TX,San Antonio,Bexar County,353938.3020696428
97215,CA,Visalia,Tulare County,406031.5753124256
70878,GA,Acworth,Cobb County,426500.98753502104
94749,AZ,Phoenix,Maricopa County,329679.1687333033
60081,CT,Bristol,Hartford County,297522.84684029553
70513,SC,Summerville,Dorchester County,354562.299
90779,TX,Dallas,Dallas County,228502.43697202954
62048,NY,New York,Kings County,2140384.090394653
74187,TN,Murfreesboro,Rutherford County,356097.2975
69762,NC,Waxhaw,Union County,633473.8922072086
92480,TX,Brownsville,Cameron County,169517.74401589893
66242,VA,Ashburn,Loudoun County,726619.1558676995
79398,MI,East Lansing,Ingham County,285428.06507580774
90669,TX,McKinney,Collin County,520720.8292637712
67655,VA,Chesapeake,Chesapeake City,376198.6200777944
97952,CA,Santa Clara,Santa Clara County,1746873.1031660854
96965,CA,Huntington Beach,Orange County,1108984.7408444951
60560,NJ,North Bergen Township,Hudson County,567342.7782147174
66787,MD,Pasadena,Anne Arundel County,422623.70748443675
60518,NJ,Bayonne,Hudson County,555462.3448045758
62121,NY,New York,Queens County,680748.1729510132
92474,TX,McAllen,Hidalgo County,190146.40779173467
61800,NY,New York,Bronx County,601406.5881705938
60615,NJ,Irvington,Essex County,346542.7761940076
91907,TX,Richmond,Fort Bend County,413312.8505425008
72249,FL,Orlando,Orange County,393632.57472597883
97774,CA,Dublin,Alameda County,1390225.1777862848
58663,MA,Revere,Suffolk County,608405.4049
92477,TX,McAllen,Hidalgo County,252213.6217532847
96898,CA,Lake Elsinore,Riverside County,537508.5360911352
97979,CA,San Jose,Santa Clara County,1036099.3856977889
97576,CA,San Francisco,San Francisco County,1458208.4548191817
98135,CA,Modesto,Stanislaus County,480214.7386561725
76597,OH,Gahanna,Franklin County,336777.2586245379
86717,MO,Columbia,Boone County,339830.2699320355
96625,CA,Santee,San Diego County,788728.4756798656
61645,NY,New York,New York County,1329318.0863040024
66043,DE,New Castle,New Castle County,258505.0228755773
92347,TX,San Antonio,Bexar County,274509.7353328814
65801,PA,Philadelphia,Philadelphia County,98426.55546195364
70862,GA,Stone Mountain,Dekalb County,268836.5977
89982,OK,Moore,Cleveland County,208830.00870552156
93133,TX,El Paso,El Paso County,173697.00207131178
84541,IL,Aurora,Kane County,210741.5826665378
93206,CO,Aurora,Arapahoe County,745320.9868018925
95985,CA,Los Angeles,Los Angeles County,1772179.9269472847
74124,TN,Clarksville,Montgomery County,290141.6342554768
99631,WA,Everett,Snohomish County,720745.7420802178
71342,GA,Augusta,Richmond County,133310.42149402678
97549,CA,Sunnyvale,Santa Clara County,2500734.7694650497
92597,TX,Round Rock,Williamson County,364292.4914
62036,NY,New York,Kings County,1649476.872234449
88757,LA,Denham Springs,Livingston Parish,237501.49803620126
87019,MO,Springfield,Greene County,215235.01097277735
96596,CA,Escondido,San Diego County,754610.2288
67181,VA,Woodbridge,Prince William County,493700.5223174479
76595,OH,Lincoln Village,Franklin County,240423.4198
92610,TX,Round Rock,Williamson County,502017.36356724583
96510,CA,Rosemead,Los Angeles County,835429.5971000036
61703,NY,New York,New York County,2238281.812
94724,AZ,Phoenix,Maricopa County,389087.2278140027
84504,IL,Oak Lawn,Cook County,281907.25321071665
61813,NY,New York,Bronx County,572819.3396
72203,FL,Sanford,Seminole County,373322.4437727994
91280,TX,Fort Worth,Tarrant County,325012.1990975161
64180,PA,Greensburg,Westmoreland County,218376.9008363512
81295,WI,Milwaukee,Milwaukee County,181060.61947729648
96921,CA,Perris,Riverside County,531531.5858693862
70984,GA,McDonough,Henry County,328173.8858614629
66832,MD,Dundalk,Baltimore County,209327.66163013992
96023,CA,Los Angeles,Los Angeles County,1012839.950421292
96886,CA,Riverside,Riverside County,582876.0090834695
94103,ID,Twin Falls,Twin Falls County,349640.7483797782
91664,TX,Houston,Harris County,207264.24028622624
70846,GA,Marietta,Cobb County,429795.75196832995
93435,CO,Longmont,Weld County,586443.1538868239
96927,CA,Menifee,Riverside County,604177.3984157561
65933,PA,Lansdale,Montgomery County,463414.8674403066
67114,VA,Annandale,Fairfax County,727786.9302093815
91719,TX,Houston,Harris County,294969.1364169935
67307,VA,Stafford,Stafford County,517404.02066525444
74214,TN,Smyrna,Rutherford County,382426.7012841408
69789,NC,Mint Hill,Mecklenburg County,367414.326
84285,IL,Des Plaines,Cook County,334536.4938253882
82107,MN,Saint Paul,Ramsey County,247587.16286041218
76491,OH,Newark,Licking County,218655.04268151883
67120,VA,Fairfax,Fairfax County,754088.6976264267
93490,CO,Greeley,Weld County,443589.7634957566
70803,GA,Covington,Newton County,288895.65798505204
93449,CO,Fort Collins,Larimer County,586923.3694075778
97265,CA,Lompoc,Santa Barbara County,545355.8093
90701,TX,Desoto,Dallas County,330706.4422591451
72653,FL,Brandon,Hillsborough County,375045.11096860206
95306,NM,Albuquerque,Bernalillo County,398943.2172985365
92484,TX,Brownsville,Cameron County,212707.33879844658
72445,FL,Brownsville,Miami-Dade County,394425.9616372518
69849,NC,Fayetteville,Cumberland County,207315.2074922564
93487,CO,Greeley,Weld County,359216.0620666237
82063,MN,Lakeville,Dakota County,499501.17879647296
92662,TX,Austin,Travis County,376496.33991677244
70696,SC,Rock Hill,York County,275149.8432761776
92324,TX,San Antonio,Bexar County,185773.13675913215
92346,TX,San Antonio,Bexar County,253799.6545620854
91184,TX,Arlington,Tarrant County,234098.20887880362
72394,FL,Coral Springs,Broward County,560946.0809126612
69275,NC,Kernersville,Forsyth County,305966.5013754324
58669,MA,Quincy,Norfolk County,629064.6023773039
67722,VA,Virginia Beach,Virginia Beach City,438685.2208896978
67720,VA,Virginia Beach,Virginia Beach City,346599.4825
95043,AZ,Tucson,Pima County,258408.4190641637
61093,NJ,Jackson,Ocean County,591949.3694448833
96479,CA,El Monte,Los Angeles County,715009.5026217349
60776,NJ,Freehold,Monmouth County,649430.9830875773
72479,FL,Miami,Miami-Dade County,529886.7314017197
